tconst,originalTitle,weightedAverage,soup
tt1867093,The Samaritan,5.788690151999769,action crime drama nm0915838 nm0000168 nm0456186 nm1550948 nm0929489 nm0004743
tt18687124,BTS Permission to Dance on Stage - Seoul: Live Viewing,7.592916910592028,documentary music nm14050113 nm7808003 nm14050113
tt1869347,Crooked House,6.281070001004127,crime drama mystery nm0660707 nm1796057 nm7607873 nm0000335 nm4835867 nm0376716
tt1869470,Hollow,5.33057256919536,horror mystery thriller nm3257589 nm3646242 nm0830891 nm3327250 nm4688232 nm0731586
tt1869716,The East,6.7457033834966635,adventure crime drama nm2610231 nm1779870 nm0002907 nm0680983 nm1527905 nm2057036
tt1870419,Hatchet III,5.78533064742952,action comedy horror nm1103496 nm0364583 nm0387987 nm0002090 nm0930226 nm0791487
tt1870425,Mac & Devin Go to High School,5.016986679588031,comedy nm1866679 nm0004879 nm4381591 nm0258402 nm2017325 nm4874453
tt1870529,Won't Back Down,6.305984188996251,drama nm1400426 nm0205626 nm0350454 nm0000456 nm1209966 nm0001609
tt1872181,The Amazing Spider-Man 2,6.596105112851551,action adventure sci-fi nm1989536 nm1940449 nm1297015 nm0004937
tt1872194,The Judge,7.370512479873831,crime drama mystery nm0229694 nm0000375 nm0000380 nm0267812 nm0000671 nm0000352
tt1872818,Liberal Arts,6.642254412921425,comedy drama romance nm1102140 nm1102140 nm0647634 nm1374980 nm0714147 nm0420955
tt1872880,Un bonheur n'arrive jamais seul,6.346765328218813,comedy romance nm0404485 nm0255362 nm0000521 nm0058713 nm0075710 nm1044641
tt18747542,Faraway,6.454974643010439,comedy drama romance nm0429774 nm0470320 nm2041861 nm0544801 nm13484578 nm6054463
tt1876277,Into the White,6.931337652079075,action biography drama nm0639033 nm0525518 nm1269088 nm2674236 nm0388732 nm0342488
tt1876451,Sparkle,5.90444108875523,drama music nm0015328 nm2554052 nm0252238 nm0001365 nm1035682 nm0258402
tt1877543,247°F,5.386368022208746,horror thriller nm15611982 nm4395656 nm0973321 nm0174021 nm1728959 nm1670886 nm0178757 nm0541932
tt1877830,The Batman,7.78976603940289,action crime drama nm0716257 nm1500155 nm2368789 nm0942482 nm0268199
tt1877832,X-Men: Days of Future Past,7.888520808138108,action adventure sci-fi nm0001741 nm0001772 nm0005212 nm0413168 nm0564215
tt1878841,The Darkness,4.878789725858868,horror thriller nm0572562 nm0000102 nm0593664 nm3458761 nm4867258 nm0909768
tt1878870,The Edge of Seventeen,7.261344094293855,comedy drama nm2609807 nm2794962 nm4726634 nm4296357 nm0001718 nm0000437
tt1878942,Date and Switch,5.8767295130289545,comedy drama romance nm0625245 nm1002609 nm3697467 nm0424848 nm0170550 nm2051265
tt1879016,Operation Mincemeat,6.547410410770932,drama war nm0006960 nm0000147 nm0532193 nm0531808 nm0942782 nm2182161
tt1879030,Q,5.6816284148747895,drama romance nm0099324 nm3270229 nm3509272 nm3524832 nm1987148 nm1698929
tt1879032,Rapture-Palooza,5.4797373095439355,comedy fantasy nm0585452 nm0732497 nm0447695 nm0197855 nm1117791 nm0309430
tt1880399,Kodachrome,6.674642997856507,drama nm1764816 nm0000438 nm0837177 nm0647634 nm0339304 nm0187724
tt1881002,Maggie,5.655729221915933,drama horror sci-fi nm3918746 nm0000216 nm1113550 nm0000613 nm0147312 nm0341174
tt1881024,One in the Chamber,5.637853353252919,action thriller nm0442287 nm0000421 nm0000185 nm2218213 nm0081070 nm1741759
tt18816518,Syk pike,6.876152744991683,drama nm5589501 nm5056301 nm13493218 nm8596700 nm8557182 nm0228498
tt1883180,En duva satt på en gren och funderade på tillvaron,6.753215398867993,comedy drama fantasy nm0027815 nm3300074 nm4844938 nm6918863 nm2620303 nm9494034
tt1883367,The Human Centipede III (Final Sequence),3.4018481190531524,comedy horror nm1519353 nm0489504 nm4030776 nm0000616 nm0489436 nm0001474
tt1885265,Good Deeds,5.879322414619553,drama romance nm1347153 nm1347153 nm0005517 nm0628601 nm0004827 nm0924552
tt1885300,Best Man Down,6.325899144781238,comedy drama nm1197318 nm0519043 nm1422176 nm0479527 nm1789970 nm0001480
tt1886493,Catch .44,4.944402543150217,action thriller nm1980747 nm0015196 nm1223023 nm2832695 nm0001845 nm0000246
tt1890363,Buddha in a Traffic Jam,6.807349720873953,crime thriller nm1892252 nm0451600 nm3476824 nm2977124 nm0430809 nm3349461
tt1890373,Kriegerin,6.455615411666058,drama nm1177494 nm2957324 nm3436464 nm4501333 nm2083561 nm2597657
tt1891755,Billa 2,6.12345513690477,action crime thriller nm3442103 nm0015001 nm4273257 nm3013596 nm0659249 nm4651098
tt1891757,Bol,7.487411017307069,drama nm2716176 nm3892419 nm4493008 nm0154899 nm2718051 nm2139651
tt1891884,Once Upon a Time in Mumbai Dobaara!,5.104023950919994,action crime drama nm0527453 nm0474774 nm1405359 nm3848064 nm0007114 nm0542498
tt18924506,2000 Mules,5.456656566364679,documentary nm8242386 nm1625338 nm6583447 nm1625338 nm6283795 nm13662616 nm8242386
tt18925334,Pearl,6.959738813597414,drama horror thriller nm1488800 nm5301405 nm4825178 nm0942858 nm0839146 nm12559937
tt1893195,A.C.A.B. - All Cops Are Bastards,6.439149951569911,action crime drama nm1356588 nm0269419 nm0631516 nm0316074 nm1387232 nm4413847
tt1893256,Hummingbird,6.198578358436643,action crime drama nm1140275 nm0005458 nm0125588 nm0566049 nm0938950 nm0752557
tt1893273,The Last Letter from Your Lover,6.604481792097119,drama romance nm1435438 nm0940362 nm7153679 nm0636637 nm0428065 nm7066351
tt1894476,How I Live Now,6.369802969676794,action adventure drama nm0531817 nm1519680 nm4043618 nm1126657 nm3897655 nm1950589
tt18951176,Gulmohar,6.906642070606828,drama family nm5180271 nm0846616 nm0048075 nm0801264 nm4139037 nm0657505
tt1895315,Brimstone,6.9180118345490635,drama mystery thriller nm0465551 nm0001602 nm0266824 nm4454223 nm0396924 nm3229685
tt1895587,Spotlight,8.081049378001897,biography crime drama nm0565336 nm0749263 nm0000474 nm1046097 nm0000630 nm0805476
tt18968540,Zhou,6.19549672610659,horror mystery nm3003609 nm7186101 nm13509926 nm2428838 nm8475903
tt1899353,Serbuan maut,7.567970972140024,action crime thriller nm2153088 nm3299397 nm1146705 nm1228805 nm1902766 nm3029144
tt1900908,Klip,5.836071247151503,drama nm1481851 nm4425740 nm4425316 nm3206301 nm1767287 nm4424757
tt1901024,Dark Crimes,4.91563798097007,crime drama mystery nm3189793 nm0000120 nm0190744 nm0001250 nm0653669 nm0412096
tt1901040,Wrong,6.1925191926047765,comedy mystery nm1189197 nm0687443 nm0317315 nm0431956 nm1232226 nm1776820
tt19034332,The Mystery of Marilyn Monroe: The Unheard Tapes,6.18903789949323,biography documentary nm5887182 nm0000002 nm2913418 nm0119992 nm4524832 nm0227154
tt19034522,White Hot: The Rise & Fall of Abercrombie & Fitch,5.984049077759061,documentary nm3052903 nm5948266 nm2921830 nm6998642 nm13588788 nm5550521
tt1904996,Parker,6.199133840432452,action crime thriller nm0000431 nm0005458 nm0000182 nm0004821 nm0000560 nm0682495
tt1905040,The Dyatlov Pass Incident,5.772921741913734,horror mystery thriller nm0001317 nm3444592 nm4688232 nm1265089 nm3130311 nm1074432
tt1905041,Furious 6,6.990247435396022,action crime thriller nm0510912 nm0004874 nm0908094 nm0425005 nm0735442 nm0108287
tt1906329,As Cool as I Am,5.97919830758406,comedy drama nm0562470 nm0092961 nm3287038 nm0005188 nm0000132 nm0012079
tt1906426,Michael,6.542625910346687,drama thriller nm0772207 nm1845127 nm4465377 nm3422873 nm1306697 nm0872017
tt1907668,Flight,7.28527238647473,drama thriller nm0000709 nm0000243 nm1229204 nm0000332 nm0000422 nm4131435
tt1907731,Nobody Walks,5.728859623589519,drama nm1735543 nm1024677 nm1880888 nm1679669 nm2061375 nm0001518
tt1907761,Stanley Ka Dabba,7.156946142664275,comedy drama family nm1244760 nm4428422 nm4473016 nm4473026 nm4474558 nm4472448
tt1907779,The Dinosaur Project,5.326176696085895,action adventure drama nm2108205 nm0226819 nm0111730 nm1753038 nm3307588 nm0421252
tt1909827,Red Sheep,6.343000312004318,drama fantasy thriller nm4432129 nm0441085 nm3746014 nm3289479 nm1142276 nm4454801
tt1911553,Comme un chef,6.508624340040946,comedy drama nm0169300 nm0000606 nm0949210 nm2454487 nm0092362 nm0836684
tt1911600,Miss Bala,6.388022041470421,action crime drama nm1319671 nm2362713 nm2084963 nm0044430 nm0947490 nm0303491
tt1911644,The Call,6.680591852995517,drama thriller nm0026442 nm0000932 nm2065398 nm1113550 nm0004820 nm1002664
tt1911658,Penguins of Madagascar,6.580272654693723,action adventure animation nm0201509 nm0971239 nm0569891 nm1844237 nm0971017 nm0970447 nm0000518
tt1911662,Vehicle 19,5.204361522562746,action crime thriller nm4320125 nm0908094 nm3922858 nm0212170 nm3107340
tt1912398,God Bless America,7.0400212315379616,action comedy crime nm0001281 nm0615063 nm1827469 nm2624176 nm1561547 nm1782723
tt1913166,Nurse 3-D,5.0088233923712355,horror thriller nm0007439 nm0209289 nm2197298 nm0000555 nm0088298 nm0462673
tt1915581,Magic Mike,6.1025177264905,comedy drama music nm0001752 nm1475594 nm1641117 nm1601397 nm0000190 nm0446457
tt19175696,Hermana muerte,5.890426191491569,horror mystery nm0687042 nm10563281 nm0883754 nm0580655 nm0900213 nm12984475
tt1918734,2067,5.280415626502293,mystery sci-fi nm1585860 nm2527406 nm2240346 nm0477127 nm7567974 nm0537648
tt1918886,Joker,4.131942970990413,comedy family sci-fi nm1145655 nm0474774 nm3848064 nm1662277 nm1999369
tt1918965,Murder 2,6.2516447782864235,action crime drama nm1887138 nm1431656 nm2596365 nm1241910 nm4540889 nm0659249
tt1920849,Bachelorette,5.381355893997818,comedy romance nm2853516 nm0000379 nm0279545 nm0135221 nm0005188 nm2313103
tt1920885,Da yu hai tang,6.6504520856507146,adventure animation drama nm4443317 nm8082506 nm4589246 nm8275833 nm8275834 nm8282196 nm4203289
tt1920945,Good Vibrations,6.71716280199193,biography drama music nm2443600 nm2441296 nm5647513 nm5647518 nm5701256 nm13704883 nm7268106
tt1921043,O Palhaço,6.7113527086914795,comedy drama nm0578080 nm0578080 nm0430991 nm3987931
tt1921064,Pompeii,5.5278025376374025,action adventure drama nm0027271 nm3229685 nm0115161 nm0000662 nm0015382 nm6090983
tt1921149,Trash,6.934172924307057,adventure crime drama nm0197636 nm1595836 nm5787342 nm5787486 nm0000640 nm1913734 nm0609944
tt1922612,Glee: The 3D Concert Movie,5.806603915968144,documentary music nm1160495 nm0036496 nm1719342 nm1872698 nm0584951 nm3182094 nm2023050
tt1922685,Phantom,5.96859253335524,drama history thriller nm0733149 nm0000438 nm0011104 nm0000141 nm0001209 nm0000448
tt1922777,Sinister,6.789084081274021,horror mystery thriller nm0220600 nm0000160 nm1628115 nm0710447 nm0000669 nm2579443
tt1924245,Cry Macho,5.762480318059783,drama nm0000142 nm0000142 nm0948267 nm2732125 nm4307956 nm6011413
tt1924277,Grupo 7,6.356783682911806,action drama thriller nm0735705 nm2182415 nm2068637 nm2654746 nm4705799 nm4716590
tt1924394,The Angels' Share,6.871459882992209,comedy crime drama nm0516360 nm4834796 nm0378132 nm0019885 nm1162012 nm2859781
tt1924396,La migliore offerta,7.739279082319339,crime drama mystery nm0868153 nm0001691 nm0836343 nm1679778 nm0000661 nm0413946
tt1924429,Trance,6.870542412992234,crime drama mystery nm0000965 nm0564215 nm0206257 nm0001993 nm0764527 nm0189225
tt1924435,Let's Be Cops,6.392298707602547,action comedy crime nm0339004 nm2159926 nm0915458 nm1443527 nm2400045 nm0195439
tt19246408,Bursa Bülbülü,6.543381985402097,comedy drama music nm1699659 nm1616534 nm7351488 nm7487582 nm0655076 nm4115899
tt1925421,Elena,7.022237980945971,crime drama thriller nm1168657 nm0548492 nm0807033 nm3729612 nm1956600 nm5241790
tt1925431,Fire with Fire,5.688414516518718,action crime mystery nm0057106 nm0241049 nm0000246 nm0206257 nm0000352 nm1265067
tt1925435,Frankenstein's Army,5.673342311023331,horror sci-fi nm0704675 nm0350335 nm0684131 nm2765435
tt1925479,Officer Down,5.811143481028919,action crime drama nm2357819 nm0001151 nm0002332 nm0004770 nm0000249 nm2845866
tt1925518,Tom yum goong 2,5.649914122512052,action nm1272773 nm1388074 nm0753526 nm1002207 nm2925876 nm2800599
tt1926313,Pyaar Ka Punchnama,7.34316554955821,comedy drama romance nm3060331 nm4449711 nm14022766 nm4449831 nm4450033
tt1928330,Bad Ass,5.556587669867277,action comedy crime nm0608936 nm0001803 nm0001165 nm0000579 nm0264579 nm1257016
tt1928340,After the Dark,5.7009514114105615,drama fantasy mystery nm0399655 nm0195439 nm2998321 nm0754512 nm2238815 nm1973422
tt19289040,Jahaan Chaar Yaar,4.436691622812759,comedy drama nm1520918 nm3283923 nm2016476 nm3646632 nm3194282 nm4540508
tt1929263,Heaven Is for Real,5.856002801448364,biography drama family nm0908824 nm0001427 nm0717709 nm0002006 nm5889877 nm4833721
tt1929308,Magic Magic,5.382782967645314,drama horror thriller nm2928364 nm0148418 nm1017334 nm0115161 nm1503432 nm2927993
tt1930294,Black Rock,5.262499107216857,horror thriller nm1051221 nm1051221 nm1128572 nm0098378 nm3536375 nm0667350
tt1930546,Arthur Newman,5.8249472782578,comedy drama nm1986065 nm0000147 nm1289434 nm0000162 nm1869029 nm2348627
tt1931435,The Big Wedding,5.650655719553565,comedy drama romance nm0951698 nm0000134 nm0000473 nm0001337 nm1086543 nm0333410
tt1931470,La guerre est déclarée,6.6012180773717395,drama nm0233123 nm0233123 nm0005599 nm4458352 nm3824916 nm0842918
tt1931533,Seven Psychopaths,7.083456689753598,comedy crime nm1732981 nm0268199 nm0000437 nm0005377 nm0000686 nm0685856
tt1931602,Very Good Girls,5.964746523107202,drama romance nm0284524 nm0266824 nm0647634 nm1285082 nm3095723 nm2933542
tt1932718,Thanks for Sharing,6.3676743251225565,comedy drama romance nm0089742 nm0749263 nm0000209 nm0000569 nm1265802 nm0000613
tt1932767,What Maisie Knew,7.218087503352025,drama nm0569166 nm0796915 nm0000194 nm0002907 nm0176869 nm4092740 nm4115623
tt1934231,Delhi Belly,7.409185280263526,action comedy crime nm3218978 nm2356415 nm1405359 nm1983888 nm2622986 nm1376654
tt1935065,Not Suitable for Children,5.982692231322968,comedy romance nm1840943 nm0477127 nm3512758 nm1507708 nm0636942 nm0697960
tt1935156,Jodorowsky's Dune,7.720400362286342,documentary nm0667650 nm0423524 nm0786733 nm0317592 nm1134463 nm0495166
tt1935179,Mud,7.368460596344716,adventure drama nm2158772 nm0000190 nm4446467 nm5015107 nm0001731 nm0000702
tt1935194,Overdrive,5.580882864255833,action adventure crime nm0624423 nm2207222 nm7188414 nm1869101 nm4719349 nm0008787
tt1935302,Monsters: Dark Continent,4.880510654089858,action drama horror nm3407375 nm0364890 nm4187130 nm1478079 nm1154749 nm4964567
tt19356262,Drive-Away Dolls,5.6914106252946635,action comedy thriller nm0001053 nm4960279 nm6543093 nm2788156 nm0806217 nm1225590
tt1935859,Miss Peregrine's Home for Peculiar Children,6.686494904349957,adventure drama family nm0000318 nm1200692 nm2633535 nm0000168 nm0001132 nm0000391
tt1935897,Amityville: The Awakening,5.135561556705916,horror thriller nm0451076 nm0000492 nm2254074 nm5085683 nm1185747 nm3287038
tt1935902,The Brass Teapot,6.272032574959564,comedy fantasy thriller nm1310794 nm1017334 nm0029400 nm0088127 nm2915105 nm0790057
tt1935914,Los últimos días,6.127360420547278,horror sci-fi thriller nm0665041 nm1883612 nm1273697 nm0180580 nm1011070 nm1206701 nm4001114
tt1937118,Casse-tête chinois,6.721753287960003,comedy drama romance nm0458251 nm0244151 nm0851582 nm0208426 nm0717709 nm0002142
tt1937133,De l'autre côté du périph,5.970502825702378,action comedy crime nm1925637 nm1082477 nm0480850 nm1493817 nm0008506 nm1763487
tt1937149,El cuerpo,7.508205734866221,crime drama mystery nm1079062 nm0180580 nm1281229 nm0749104 nm3467663 nm1359601
tt1937264,Now Is Good,6.8971974381357635,drama romance nm0662530 nm0266824 nm1086981 nm3528539 nm0175916 nm0931404
tt1937269,One Small Hitch,6.344465481307338,comedy romance nm1623943 nm0574460 nm0231122 nm0871240 nm3407126 nm0266990
tt1937339,Sseo-ni,7.097869741583778,comedy drama nm3292009 nm1162053 nm2987726 nm0423080 nm3514591 nm1963874
tt1937390,Nymphomaniac: Vol. I,6.873525713625812,drama nm0001885 nm0001250 nm0001745 nm5237479 nm0479471 nm0000225
tt1937449,At Any Price,5.883803054886132,drama sport thriller nm1023919 nm0000598 nm1374980 nm0225332 nm0001287 nm5631526
tt1939659,Carrie,5.812289394022319,drama horror thriller nm0005303 nm1631269 nm0000194 nm3538539 nm0234668 nm2629010
tt1942884,Indie Game: The Movie,7.330869198377962,documentary drama nm1515795 nm2499666 nm2084774 nm4924938 nm5574661 nm5141754 nm5175131
tt1945044,Exeter,5.254782948834831,horror mystery thriller nm1197971 nm0002332 nm0152430 nm2034147 nm1589004 nm2322192
tt1945062,About Cherry,5.231019049011175,drama nm4107260 nm3358233 nm0290556 nm0001287 nm0000666 nm2353862
tt1945084,Everly,5.320241959362945,action thriller nm1362570 nm0000161 nm0913812 nm0148387 nm0407033 nm2009056
tt1945228,Voyage of Time: Life's Journey,6.345520708333346,documentary drama nm0000517 nm0000949 nm8471890 nm5565563 nm8471891 nm8471892
tt1946502,UglyDolls,5.519789005981633,adventure animation comedy nm0038432 nm1225628 nm2679917 nm1847117 nm1627901 nm2100284
tt19465630,Sniper. The White Raven,6.299303292696228,drama war nm11595610 nm3838884 nm9582810 nm5643878 nm9457418 nm0236618
tt1948150,Singham,6.669362208689629,action crime drama nm1460159 nm0222426 nm2570245 nm0695177 nm0659249 nm0006764
tt19500164,Nimona,7.377253950704174,action adventure animation nm2939767 nm0702863 nm1631269 nm1981893 nm3631295 nm0175814 nm0005501
tt1950186,Ford v Ferrari,8.079992456491643,action biography drama nm0003506 nm0000354 nm0000288 nm1256532 nm1495520 nm0524197
tt1950235,Let It Snow,5.862841982406022,comedy romance nm2866226 nm5097044 nm4271336 nm3843467 nm5735148 nm5022968
tt1951166,Le capital,6.347272008758476,drama nm0002020 nm0255362 nm0000321 nm1493135 nm0753696 nm2072818
tt1951181,The Immigrant,6.545461845212793,drama romance nm0336695 nm0182839 nm0001618 nm0719637 nm0231436
tt1951216,The Look of Love,6.071667549302975,biography comedy drama nm0935863 nm0176869 nm0524240 nm0295484 nm1782299 nm6147100
tt1951261,The Hangover Part III,5.805529902556547,comedy crime nm0680846 nm0177896 nm0302108 nm1159180 nm0058581 nm0421822
tt1951264,The Hunger Games: Catching Fire,7.490896322292419,action adventure sci-fi nm1349376 nm2225369 nm1242688 nm2955013 nm0000450 nm4425051
tt1951265,The Hunger Games: Mockingjay - Part 1,6.595836315269887,action adventure sci-fi nm1349376 nm2225369 nm1242688 nm2955013 nm0000437 nm0000661
tt1951266,The Hunger Games: Mockingjay - Part 2,6.495731252806112,action adventure sci-fi nm1349376 nm2225369 nm1242688 nm2955013 nm0000437 nm0000661
tt1954206,The Dirty Picture,6.462717227442501,biography comedy drama nm0527453 nm1799038 nm1431656 nm0969428 nm0787462
tt1954315,Borgman,6.590636722089295,drama mystery thriller nm0912334 nm0082052 nm0591389 nm2334765 nm0912334 nm2600404
tt1954470,Gangs of Wasseypur,8.107106809658866,action comedy crime nm0440604 nm0048075 nm1596350 nm0223606 nm3190246 nm1032614
tt1954598,Ladies vs. Ricky Bahl,6.056568533088401,comedy crime drama nm1834891 nm3828984 nm3087728
tt1954701,Oh Boy,7.050826237199258,comedy drama nm1673756 nm0771713 nm0778348 nm0230649 nm0775709 nm1508698
tt1956620,Sex Tape,5.143747352528186,comedy romance nm0440458 nm0781981 nm0000139 nm1117791 nm2608689 nm0000507
tt1958043,The Houses October Built,5.513499018598477,horror thriller nm1745427 nm0769590 nm4504121 nm1745427 nm4504267 nm2522898
tt1959332,American Mary,6.1965022407314425,drama horror nm3609341 nm3609300 nm0410622 nm1182955 nm2021381 nm0522704 nm2740099
tt1959409,Imaginaerum,6.132885075716973,drama fantasy musical nm1514493 nm0004161 nm0565133 nm1759939 nm4719218 nm1456184
tt1959438,Kiss of the Damned,5.82523062700264,drama horror romance nm0144018 nm3033378 nm0883602 nm0893257 nm1021721 nm1916950
tt1959490,Noah,5.806919794147482,action adventure drama nm0004716 nm0000128 nm0000124 nm0000164 nm0914612 nm0935653
tt1959563,The Hitman's Bodyguard,6.885661112945618,action comedy crime nm0400850 nm0005351 nm0000168 nm0000198 nm1392388 nm3438661
tt1961175,American Assassin,6.19878590685726,action thriller nm0191147 nm3729721 nm0000474 nm0005125 nm2018237 nm5256984
tt1961675,Yeralti,6.801363232596446,drama nm0218547 nm1085525 nm1699172 nm2682929 nm2457074 nm2139257
tt19623228,Vanskabte land,6.718964527295186,drama nm6249843 nm4569986 nm0797614 nm3850259 nm1315040 nm2056684
tt19623240,Winnie-the-Pooh: Blood and Honey,3.3889391850515835,horror nm6294482 nm10489274 nm10791266 nm6502355 nm8380569 nm6636102
tt19637052,Love Lies Bleeding,6.6575452149514796,action adventure crime nm3819217 nm3793318 nm0829576 nm2002649 nm6884042 nm0540441
tt19637852,Halftime,6.349139064269174,biography documentary music nm0584974 nm3532802 nm0000182 nm0000255 nm1406033 nm2241323 nm0136082
tt1964418,Tomorrowland,6.394316847580968,action adventure family nm0083348 nm0000123 nm1429380 nm0491402 nm3864163 nm0005210
tt1964624,Dans la maison,7.157174169426789,drama mystery thriller nm0654830 nm0524528 nm0773460 nm3312875 nm0000218 nm0782561
tt1965065,Save the Date,5.896065664092505,comedy romance nm2278537 nm0135221 nm1555340 nm0916406 nm0034309 nm0771414
tt1965272,Velayudham,6.121675479884009,action nm1001345 nm0897201 nm1299510 nm1394426 nm3674752 nm1962272
tt19652910,Eo,6.5655934976735395,drama nm0804592 nm14643698 nm14643699 nm14643700 nm14643701 nm14643702
tt1965308,Interreflections,6.057239306208026,fantasy sci-fi nm2879822 nm6644173 nm1763472 nm6856030 nm3809279 nm10612773
tt19653180,Baradaran-e Leila,7.448584147773914,drama nm7920254 nm0693848 nm1267552 nm5457207 nm1818216 nm1758612
tt1966359,Father Figures,5.628425667591895,comedy drama nm0003394 nm0005562 nm1159180 nm0000335 nm1087229 nm0802876
tt1966566,Stalingrad,5.804897417046278,action drama war nm0094080 nm5176076 nm3331125 nm1215228 nm0470981 nm7306120
tt1966604,The Imposter,7.380751436627411,biography crime documentary nm1717925 nm4774039 nm7926103 nm5147401 nm4725744 nm5147464
tt1967545,Labor Day,6.83580713902571,drama romance thriller nm0718646 nm0000701 nm0000982 nm1072959 nm0163988 nm0001497
tt1967614,The Comedian,5.944231445298551,comedy drama romance nm0000431 nm0000134 nm0005182 nm0000362 nm0004908 nm0000172
tt1969062,Infinitely Polar Bear,6.735950930450353,comedy drama romance nm0285379 nm0749263 nm0757855 nm5602167 nm5602169 nm5602143
tt19704638,Our Father,6.491416108998536,crime documentary nm2444204 nm13574834 nm13577464 nm13575182 nm13575184 nm13658722
tt19712072,Chengiz,7.060982810954063,action crime thriller nm2874958 nm3359107 nm11081272 nm1123937 nm6693723 nm6453978
tt1971325,Autómata,6.013714861243727,action drama sci-fi nm2688320 nm0000104 nm2171898 nm0001518 nm0000429 nm0001233
tt1971352,Compliance,6.3736140790828815,crime drama history nm0957505 nm0235652 nm2439111 nm0372366 nm0131966 nm0785854
tt19719836,Retour à Séoul,6.69340688260285,drama nm1976187 nm13973657 nm1059108 nm13580099 nm6728658 nm5339596
tt19719976,Joyland,6.9683094454738574,comedy crime drama nm7932095 nm13580193 nm10144829 nm10739338 nm3876068 nm0670323
tt19724142,Ostatnia wieczerza,5.946145279173468,horror mystery nm2305479 nm2767780 nm0523821 nm2432160 nm0245612 nm3122174
tt1972571,A Most Wanted Man,6.669295637323497,crime drama thriller nm0179221 nm0000450 nm1046097 nm0117709 nm0000705 nm3732046
tt1972591,King Arthur: Legend of the Sword,6.6889927780813005,action adventure drama nm0005363 nm0402271 nm2793591 nm0000179 nm0005023 nm0051509
tt1972663,Into the Abyss,7.048842919675735,crime documentary drama nm0001348 nm0001348 nm5235800 nm4743320 nm5236279 nm5236825
tt1972779,The Best of Me,6.668278709784557,drama romance nm0001355 nm0005188 nm1157358 nm3478396 nm1882929 nm0574468
tt1974419,The Neon Demon,6.103517614143966,horror thriller nm0716347 nm1102577 nm0376716 nm0000206 nm3194762 nm0540441
tt1974420,Rules Don't Apply,5.842939559356392,comedy drama romance nm0000886 nm2934314 nm2247245 nm3920288 nm0003493 nm0000649
tt1975159,Flight 7500,5.110467467083509,drama horror sci-fi nm1234345 nm0004753 nm0477127 nm0005442 nm1512166 nm0174021
tt1975249,6 Bullets,6.042386364028045,action crime drama nm0053228 nm0000241 nm0281167 nm0687491 nm3488008 nm0630496
tt19755170,Bawaal,6.499232288155604,action drama romance nm4318159 nm3315894 nm9427099 nm0656644 nm9113049 nm0864608
tt19759204,Recep Ivedik 7,5.545017294594401,comedy nm2204103 nm2201881 nm6728387 nm4266269 nm8819372 nm1758895
tt1976000,The Two Faces of January,6.196985167322627,crime mystery romance nm0024925 nm0001557 nm0000379 nm1209966 nm0079651 nm1058497
tt19760052,La passion de Dodin Bouffant,6.990911303586095,drama history romance nm0870841 nm0000300 nm0536095 nm0758406 nm1253936 nm1863193
tt1976009,Victor Frankenstein,5.921183281719753,drama horror sci-fi nm0006476 nm0705356 nm0564215 nm3726887 nm0778831 nm0916037
tt1976989,Love and Honor,5.862123271390279,drama romance war nm2421181 nm2955013 nm1954240 nm1631435 nm3271473
tt19770238,Aftersun,7.528143923795521,drama nm3834799 nm8958770 nm13592008 nm3278700 nm7489737 nm14228024
tt1977895,Resolution,6.354518113832777,drama horror mystery nm1918140 nm1823264 nm1977378 nm3598223 nm1690293 nm1094929 nm4530112
tt1978532,Someone Marry Barry,5.941543229573762,comedy nm1745389 nm0479527 nm0915458 nm1887429 nm3042755 nm2140322
tt1979319,Rurôni Kenshin: Meiji kenkaku roman tan,7.220263119294422,action adventure drama nm3311094 nm2615398 nm3191754 nm1066974 nm1328568 nm1687017
tt1979320,Rush,8.08147381866235,action biography drama nm0000165 nm0117709 nm1165110 nm1312575 nm0487884 nm0269419
tt1979376,Toy Story 4,7.673335156866117,adventure animation comedy nm2155757 nm0000158 nm0000741 nm0001633 nm0355024 nm1221047
tt1979388,The Good Dinosaur,6.68026364818492,adventure animation comedy nm0812307 nm0942482 nm0000531 nm5558187 nm4455823 nm7050523
tt1980209,Pain & Gain,6.395236461653714,action biography comedy nm0000881 nm0000242 nm0425005 nm1107001 nm0001724 nm0000438
tt1980929,Begin Again,7.364446490424951,comedy drama music nm0138809 nm0461136 nm0749263 nm1747013 nm2794962 nm0179479
tt1980986,Housefull 2,5.586306573244506,action comedy drama nm1349318 nm0474774 nm1303433 nm1821791 nm2596365 nm1299011
tt1981080,Tai ji 1: Cong ling kai shi,6.086015015843084,action adventure drama nm0298691 nm0025546 nm5209475 nm0298691 nm2108643 nm0795517
tt1981107,The Young and Prodigious T.S. Spivet,6.835176738176989,adventure comedy drama nm0000466 nm0000307 nm0001114 nm0719678 nm3714535 nm1509081
tt1981115,Thor: The Dark World,6.795733723663098,action adventure fantasy nm0851930 nm1165110 nm0000204 nm1089991 nm0001745 nm0000164
tt1981128,Geostorm,5.335467636119271,action sci-fi thriller nm0002041 nm0124930 nm0836343 nm0180411 nm0487884 nm0943079
tt1981677,Pitch Perfect,7.086257465574522,comedy music romance nm0601337 nm0447695 nm0811242 nm2313103 nm2319871 nm2799457
tt19838608,Babli Bouncer,6.450001715874741,comedy drama nm1055105 nm1961459 nm1306410 nm10373748 nm6134773 nm0795661
